id_empleado,nombre,apellido,género,provincia,ciudad,fecha_contratacion,departamento,puesto_trabajo,nivel_educacion,salario,calificacion_desempeno,horas_extra,fecha_nacimiento,fecha_terminacion
00-16119049,Ignacia,Prat,Mujer,Rivas,Rivas,2023-01-08,Ventas,Especialista de Ventas,Doctorado,92214,Bueno,No,1981-06-13,
00-45608258,Marcela,Carrión,Mujer,Managua,Ciudad Sandino,2016-02-14,Operaciones,Analista de Operaciones,Licenciatura,65083,Satisfactorio,No,1963-08-01,
00-68272017,Jose Angel,Bernal,Hombre,Estelí,Condega,2020-01-04,Operaciones,Especialista en Inventario,Secundaria,60457,Bueno,No,1994-06-06,
00-19920492,Rosa,Casas,Hombre,Masaya,Masaya,2024-11-07,Operaciones,Especialista en Inventario,Licenciatura,62591,Satisfactorio,No,1985-07-01,
00-23922336,Ainoa,Meléndez,Hombre,Managua,Managua,2019-02-18,Ventas,Representante de Ventas,Licenciatura,70161,Satisfactorio,No,1995-08-05,
00-97839168,Rosenda,Miró,Mujer,Managua,Ciudad Sandino,2022-05-08,Ventas,Especialista de Ventas,Licenciatura,56363,Satisfactorio,No,1968-05-01,
00-21145168,Jose Francisco,Roldan,Mujer,León,León,2023-01-16,Atención al Cliente,Representante de Atención al Cliente,Secundaria,56639,Bueno,No,1963-04-30,
00-51815603,Benigno,Mosquera,Mujer,Managua,Managua,2022-10-28,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,62401,Satisfactorio,No,1987-12-10,
00-30202738,Nayara,Cabrero,Mujer,Managua,Ciudad Sandino,2020-11-08,Ventas,Representante de Ventas,Licenciatura,71623,Bueno,No,1978-10-11,
00-65967954,Liliana,Casado,Mujer,León,La Paz Centro,2024-01-16,Operaciones,Analista de Operaciones,Maestría,87398,Satisfactorio,Sí,1985-01-16,
00-14426551,Nacio,Barrera,Hombre,Managua,Tipitapa,2022-11-17,Ventas,Especialista de Ventas,Doctorado,80834,Excelente,No,1996-04-20,
00-90828833,Marcelino,Garay,Mujer,Managua,Ciudad Sandino,2015-09-18,Ventas,Consultor de Ventas,Licenciatura,84050,Satisfactorio,No,2000-06-18,
00-26373743,Hilario,Pérez,Mujer,Managua,Managua,2024-01-26,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,60734,Bueno,No,1992-06-27,
00-77369800,Olegario,Valderrama,Hombre,Managua,Managua,2023-03-16,TI,Administrador de Sistemas,Maestría,72245,Bueno,No,1979-04-19,
00-84291824,Marita,Quesada,Mujer,Estelí,Pueblo Nuevo,2017-02-20,Ventas,Consultor de Ventas,Doctorado,108346,Bueno,Sí,1989-08-20,
00-38122623,Valerio,Bermúdez,Hombre,Managua,Tipitapa,2018-03-20,Finanzas,Analista Financiero,Licenciatura,106848,Satisfactorio,No,1979-10-11,
00-18238741,Paco,Vergara,Mujer,Managua,Managua,2022-09-20,TI,Especialista de Soporte TI,Licenciatura,61227,Bueno,No,1983-07-04,
00-22907499,Salvador,Higueras,Hombre,Managua,Managua,2019-03-18,TI,Desarrollador de Software,Maestría,99486,Necesita Mejora,No,1988-12-09,
00-37569515,Jose Antonio,Barrena,Mujer,Managua,Ciudad Sandino,2024-09-14,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,60263,Bueno,No,1972-07-05,
00-20715605,Eugenia,Múgica,Hombre,Managua,Ciudad Sandino,2018-07-18,Marketing,Coordinador de Marketing,Licenciatura,68232,Satisfactorio,Sí,1967-07-14,
00-21597807,Samanta,Ros,Hombre,Managua,Managua,2023-02-02,RRHH,Coordinador de RRHH,Licenciatura,70637,Bueno,No,1971-01-22,
00-28150476,Evita,Manzanares,Hombre,Matagalpa,Matagalpa,2023-06-13,Operaciones,Analista de Operaciones,Maestría,57226,Excelente,No,2004-02-24,
00-51531940,Jose Manuel,Boix,Hombre,Matagalpa,Matagalpa,2024-08-25,TI,Especialista de Soporte TI,Licenciatura,62255,Bueno,Sí,1991-05-18,
00-50729055,Rosalinda,Polo,Hombre,Managua,Tipitapa,2023-10-26,Operaciones,Coordinador de Logística,Licenciatura,68100,Excelente,No,1987-03-23,
00-10578224,Jose,Torrent,Hombre,Managua,Ciudad Sandino,2017-07-26,Operaciones,Especialista en Inventario,Licenciatura,66275,Satisfactorio,No,2000-04-28,
00-97940069,Pepe,Oliver,Hombre,Managua,Managua,2016-10-15,Marketing,Coordinador de Marketing,Licenciatura,79678,Excelente,Sí,2003-07-25,
00-27786534,David,Cadenas,Hombre,Managua,Managua,2023-05-19,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,63629,Excelente,Sí,1987-10-28,
00-94825727,Jose Manuel,Pozo,Hombre,Estelí,Condega,2017-12-15,Operaciones,Coordinador de Logística,Licenciatura,69359,Bueno,No,1991-09-27,
00-20077458,Encarna,Arnau,Mujer,Managua,Managua,2023-08-29,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,71187,Bueno,Sí,1998-04-20,
00-68537694,Pili,Verdejo,Hombre,Matagalpa,Matagalpa,2019-11-28,Marketing,Creador de Contenido,Secundaria,63478,Satisfactorio,Sí,2002-02-08,
00-75882046,Adriana,Torre,Hombre,Managua,Managua,2018-03-08,Operaciones,Coordinador de Logística,Licenciatura,63256,Satisfactorio,No,1988-10-29,
00-91228073,Amaro,Cuadrado,Mujer,Managua,Managua,2016-07-17,TI,Desarrollador de Software,Maestría,97470,Bueno,No,1979-06-25,
00-20695957,Tadeo,Pineda,Hombre,Managua,Managua,2015-05-30,Operaciones,Analista de Operaciones,Licenciatura,89260,Bueno,No,2003-07-30,
00-50488852,Olegario,Ibañez,Hombre,Managua,Ciudad Sandino,2021-04-18,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,60037,Necesita Mejora,No,1980-10-07,
00-60861919,Azahar,Blanca,Hombre,Managua,Tipitapa,2016-05-17,Operaciones,Coordinador de Logística,Licenciatura,62690,Bueno,No,1987-01-03,
00-32725647,José Mari,Jerez,Hombre,Managua,Ciudad Sandino,2017-01-26,Ventas,Gerente de Ventas,Maestría,118447,Necesita Mejora,No,1981-10-01,
00-56754892,Julie,Revilla,Hombre,Managua,Ciudad Sandino,2017-01-28,RRHH,Coordinador de RRHH,Licenciatura,68864,Bueno,Sí,1986-11-18,
00-41872495,Teodora,Calvo,Mujer,Managua,Managua,2016-08-15,Marketing,Creador de Contenido,Licenciatura,62828,Satisfactorio,No,1972-10-13,
00-54492673,Josefina,Serrano,Mujer,Managua,Ciudad Sandino,2016-12-15,Ventas,Especialista de Ventas,Maestría,79081,Bueno,No,1983-06-22,
00-68162241,Moisés,Fuentes,Hombre,Managua,Managua,2024-05-02,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,68042,Excelente,No,1960-07-24,
00-18915990,Salud,Marí,Mujer,Managua,Managua,2019-05-30,Operaciones,Coordinador de Logística,Licenciatura,60707,Bueno,No,1981-07-06,
00-56223778,Juan Manuel,Arnau,Hombre,Managua,Tipitapa,2018-12-22,TI,Especialista de Soporte TI,Licenciatura,65873,Bueno,No,1989-09-22,
00-98045225,Edelmiro,Arcos,Mujer,Managua,Tipitapa,2020-03-09,Operaciones,Coordinador de Logística,Licenciatura,62141,Bueno,No,2001-11-03,
00-10270663,Charo,Abella,Mujer,Managua,Managua,2017-02-19,Ventas,Representante de Ventas,Licenciatura,57572,Excelente,No,1984-07-03,
00-75304816,Iker,Aguiló,Mujer,Rivas,San Jorge,2022-04-07,TI,Administrador de Sistemas,Licenciatura,91379,Bueno,Sí,1979-06-30,
00-72618567,Amanda,Rivas,Mujer,Managua,Managua,2020-03-17,Atención al Cliente,Representante de Atención al Cliente,Secundaria,56935,Bueno,No,2001-08-29,
00-92353546,Eloy,Verdú,Hombre,Managua,Managua,2017-11-14,Ventas,Representante de Ventas,Licenciatura,76003,Necesita Mejora,Sí,1977-08-10,
00-67165857,Juan José,Jove,Mujer,Managua,Ciudad Sandino,2019-09-04,Marketing,Creador de Contenido,Secundaria,54625,Satisfactorio,No,1994-06-27,
00-86532704,Wilfredo,Carmona,Mujer,Managua,Tipitapa,2024-07-12,Ventas,Representante de Ventas,Licenciatura,58559,Satisfactorio,No,1967-12-21,
00-17832182,Cristina,Gras,Hombre,Managua,Managua,2015-08-04,Atención al Cliente,Especialista de Soporte,Licenciatura,63760,Bueno,No,1977-06-19,
00-94378401,Narcisa,Galván,Hombre,Managua,Ciudad Sandino,2022-12-04,Operaciones,Coordinador de Logística,Licenciatura,58006,Bueno,No,2004-07-11,
00-70588258,Coral,Requena,Hombre,Managua,Managua,2018-07-29,Ventas,Representante de Ventas,Licenciatura,74274,Excelente,Sí,1986-07-23,
00-37945099,Arsenio,Ripoll,Mujer,Managua,Tipitapa,2018-06-30,Operaciones,Analista de Operaciones,Licenciatura,82502,Necesita Mejora,No,1992-08-05,
00-29548080,Juan Bautista,Acevedo,Mujer,Estelí,Condega,2023-07-27,TI,Desarrollador de Software,Maestría,99375,Excelente,No,1979-06-03,
00-95651248,Fulgencio,Vega,Hombre,Managua,Managua,2022-07-15,Atención al Cliente,Gerente de Atención al Cliente,Doctorado,71187,Excelente,No,1997-05-30,
00-62306833,Rosa,Lobo,Mujer,Managua,Tipitapa,2019-12-08,Operaciones,Especialista en Inventario,Secundaria,57235,Satisfactorio,Sí,1994-03-21,
00-64370744,Araceli,Santos,Hombre,Managua,Managua,2018-10-06,Operaciones,Coordinador de Logística,Licenciatura,63420,Bueno,No,1992-10-27,
00-11073065,Salomé,Montero,Hombre,Rivas,San Juan del Sur,2019-10-02,Atención al Cliente,Representante de Atención al Cliente,Secundaria,53270,Bueno,No,1999-10-03,
00-21140488,Pascual,Caparrós,Mujer,Managua,Ciudad Sandino,2017-11-08,Operaciones,Analista de Operaciones,Maestría,64127,Satisfactorio,Sí,1970-06-29,
00-24929252,Jordi,Mulet,Hombre,Managua,Tipitapa,2023-07-15,TI,Especialista de Soporte TI,Licenciatura,61182,Necesita Mejora,No,1979-07-23,
00-60744107,Teodora,Santiago,Hombre,Managua,Managua,2020-02-19,Ventas,Gerente de Ventas,Doctorado,95689,Satisfactorio,No,1984-12-28,
00-34163569,Amor,Casal,Mujer,Managua,Managua,2017-06-15,Operaciones,Analista de Operaciones,Licenciatura,72538,Bueno,No,1992-04-13,
00-69737587,Susanita,Ferrándiz,Mujer,Managua,Tipitapa,2023-01-08,Operaciones,Analista de Operaciones,Maestría,86995,Bueno,No,1983-12-25,
00-10460418,Teodoro,Carretero,Mujer,Rivas,San Jorge,2024-10-14,Marketing,Coordinador de Marketing,Licenciatura,64471,Necesita Mejora,No,1988-04-14,
00-82678279,Marita,Pla,Mujer,Rivas,Rivas,2020-11-02,Operaciones,Especialista en Inventario,Licenciatura,55698,Excelente,Sí,1992-01-26,
00-23460777,Otilia,Lillo,Mujer,Managua,Managua,2019-10-10,Ventas,Consultor de Ventas,Licenciatura,86573,Bueno,No,1977-07-16,
00-11034506,María Dolores,Arana,Mujer,Managua,Tipitapa,2019-03-15,Ventas,Consultor de Ventas,Licenciatura,87976,Satisfactorio,No,1973-09-24,
00-77310485,Horacio,Vara,Mujer,Rivas,San Jorge,2022-10-04,Marketing,Especialista en SEO,Licenciatura,69231,Necesita Mejora,Sí,1983-05-26,
00-98530136,Valentina,Bas,Hombre,Managua,Ciudad Sandino,2017-07-04,Operaciones,Especialista en Inventario,Licenciatura,63618,Necesita Mejora,No,1983-07-27,
00-84116934,Hernán,Soriano,Mujer,Matagalpa,Matagalpa,2017-06-11,Marketing,Coordinador de Marketing,Licenciatura,70440,Bueno,No,2003-01-19,
00-30806860,Mariana,Palomar,Mujer,Managua,Tipitapa,2017-12-17,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,60343,Bueno,Sí,1999-08-17,
00-73222248,Iván,Guillén,Hombre,Estelí,Condega,2018-03-20,Operaciones,Especialista en Inventario,Secundaria,58496,Satisfactorio,No,1993-03-22,
00-35850974,Loreto,Taboada,Mujer,Managua,Tipitapa,2018-06-13,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,59167,Satisfactorio,No,2001-02-18,
00-89926049,Paula,Iglesias,Hombre,Managua,Ciudad Sandino,2017-02-04,RRHH,Asistente de RRHH,Secundaria,57614,Bueno,No,1993-11-07,
00-22384194,Liliana,Aguirre,Mujer,Rivas,Rivas,2015-08-09,Ventas,Representante de Ventas,Licenciatura,71097,Bueno,No,2002-08-30,
00-70716224,Esther,Capdevila,Hombre,Managua,Managua,2021-12-09,Operaciones,Especialista en Inventario,Licenciatura,59380,Necesita Mejora,No,2003-12-24,
00-60066663,Paco,Ferrando,Hombre,Managua,Tipitapa,2023-07-06,Operaciones,Coordinador de Logística,Licenciatura,61433,Excelente,Sí,1987-02-12,
00-25496941,Febe,Rius,Hombre,Managua,Tipitapa,2024-12-19,Finanzas,Contador,Licenciatura,63961,Bueno,No,1988-04-24,
00-13986434,Gilberto,Castell,Mujer,Managua,Tipitapa,2023-05-25,TI,Administrador de Sistemas,Maestría,84173,Satisfactorio,No,1995-12-09,
00-52773098,Paco,Lamas,Hombre,Matagalpa,Matiguás,2024-10-14,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,65762,Necesita Mejora,No,2000-05-03,
00-32109952,Aníbal,Juárez,Mujer,Managua,Managua,2022-01-25,Ventas,Representante de Ventas,Licenciatura,59142,Bueno,Sí,1961-04-07,
00-27616344,Rebeca,Domínguez,Hombre,Managua,Tipitapa,2024-11-10,TI,Desarrollador de Software,Maestría,100905,Satisfactorio,Sí,1985-07-21,
00-68610285,Joan,Blázquez,Mujer,Matagalpa,Matagalpa,2017-08-11,Operaciones,Especialista en Inventario,Licenciatura,61337,Bueno,No,1983-04-16,
00-99242012,Lourdes,Palacio,Mujer,Managua,Tipitapa,2018-06-13,TI,Desarrollador de Software,Maestría,95050,Excelente,Sí,1976-10-04,
00-15494184,Eloy,Aguilar,Mujer,Managua,Managua,2020-04-08,Operaciones,Especialista en Inventario,Licenciatura,58899,Necesita Mejora,Sí,1962-12-23,
00-42247700,Lino,Batalla,Hombre,Managua,Managua,2015-01-08,Ventas,Representante de Ventas,Licenciatura,59762,Bueno,Sí,1998-04-30,
00-19769429,Laura,Uría,Mujer,Managua,Ciudad Sandino,2015-09-08,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,61908,Bueno,No,1982-12-29,
00-93491436,Pili,Lladó,Hombre,Managua,Managua,2017-02-06,Operaciones,Coordinador de Logística,Licenciatura,70596,Bueno,No,1999-01-09,
00-42559181,Ildefonso,Cuervo,Mujer,Managua,Managua,2018-04-09,Operaciones,Coordinador de Logística,Licenciatura,56985,Bueno,No,2002-05-20,
00-26944674,Mercedes,Heredia,Mujer,Rivas,San Jorge,2023-11-02,Operaciones,Especialista en Inventario,Licenciatura,65920,Bueno,No,1978-05-18,
00-22832144,Fernanda,Benet,Mujer,Managua,Tipitapa,2024-01-22,Operaciones,Coordinador de Logística,Licenciatura,59937,Satisfactorio,No,2004-01-04,
00-73019381,Almudena,Mendoza,Mujer,Managua,Ciudad Sandino,2020-02-06,Ventas,Gerente de Ventas,Doctorado,92170,Satisfactorio,No,1973-01-29,
00-94397189,Fabiana,Cobos,Mujer,Managua,Managua,2016-02-22,Finanzas,Analista Financiero,Licenciatura,69199,Satisfactorio,No,1972-08-25,
00-21408835,Leonel,Solana,Mujer,Managua,Tipitapa,2021-01-11,Ventas,Especialista de Ventas,Licenciatura,76207,Bueno,No,1988-09-18,
00-91905450,Luna,Taboada,Hombre,Managua,Managua,2017-02-24,Ventas,Especialista de Ventas,Doctorado,83857,Excelente,No,1974-02-28,
00-56218260,Rosario,Jaume,Mujer,Managua,Managua,2020-11-11,Marketing,Creador de Contenido,Licenciatura,59281,Satisfactorio,No,1978-02-24,
00-13347052,Consuelo,Ramírez,Mujer,Managua,Ciudad Sandino,2022-03-16,TI,Especialista de Soporte TI,Licenciatura,61504,Necesita Mejora,No,1997-01-13,
00-84935254,Galo,Perea,Hombre,Estelí,Condega,2020-01-29,Ventas,Especialista de Ventas,Doctorado,73355,Satisfactorio,No,1988-11-28,
00-29583570,Ana Sofía,Martín,Mujer,Managua,Tipitapa,2016-10-16,Operaciones,Especialista en Inventario,Secundaria,58206,Satisfactorio,No,2000-06-24,
00-69677601,Gil,Manjón,Hombre,Managua,Managua,2017-01-06,Operaciones,Analista de Operaciones,Licenciatura,87805,Satisfactorio,No,1974-04-02,
00-64022294,Pepita,Gargallo,Mujer,Managua,Tipitapa,2020-03-03,Atención al Cliente,Especialista de Soporte,Licenciatura,54252,Satisfactorio,No,1994-03-04,
00-54551385,Cornelio,Campos,Hombre,Managua,Ciudad Sandino,2020-07-13,Operaciones,Coordinador de Logística,Licenciatura,76788,Excelente,Sí,1968-06-21,
00-59939933,Ester,Aznar,Hombre,Managua,Managua,2020-01-13,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,66419,Necesita Mejora,No,1972-04-28,
00-12799227,Marcos,Piñeiro,Hombre,Managua,Managua,2020-07-10,Ventas,Representante de Ventas,Licenciatura,67164,Satisfactorio,Sí,1997-08-06,
00-87297675,Conrado,Pizarro,Hombre,Estelí,Pueblo Nuevo,2023-03-20,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,82565,Bueno,No,1982-07-11,
00-66250899,Aitana,Albero,Mujer,Rivas,San Jorge,2021-02-24,TI,Desarrollador de Software,Maestría,90718,Bueno,Sí,1988-11-30,
00-95581622,Sabas,Sanabria,Hombre,Managua,Tipitapa,2015-09-10,Marketing,Coordinador de Marketing,Licenciatura,60124,Excelente,No,2002-10-24,
00-30565671,Fortunato,Barba,Mujer,Managua,Tipitapa,2020-12-07,Operaciones,Coordinador de Logística,Licenciatura,62196,Necesita Mejora,No,1971-08-28,
00-11982755,Evaristo,Arana,Hombre,Managua,Managua,2018-01-12,Operaciones,Analista de Operaciones,Maestría,75039,Satisfactorio,Sí,1975-09-08,
00-62144567,Nico,Guzmán,Mujer,Managua,Ciudad Sandino,2018-05-23,Operaciones,Especialista en Inventario,Licenciatura,63257,Satisfactorio,No,1981-03-19,
00-41343627,Nidia,Ribas,Hombre,Estelí,Pueblo Nuevo,2019-09-20,Ventas,Representante de Ventas,Licenciatura,78514,Satisfactorio,Sí,1988-03-29,
00-69599673,Buenaventura,Palomo,Hombre,Rivas,Rivas,2023-03-13,Marketing,Especialista en SEO,Licenciatura,80269,Necesita Mejora,No,1997-05-07,
00-52727864,Candelaria,Anguita,Hombre,Estelí,Pueblo Nuevo,2017-01-04,Operaciones,Coordinador de Logística,Licenciatura,64343,Bueno,No,1984-11-04,
00-39886356,Adela,Tamarit,Hombre,Rivas,San Jorge,2019-08-09,Ventas,Consultor de Ventas,Doctorado,86498,Satisfactorio,Sí,1981-09-16,
00-50109750,Amor,Barreda,Hombre,Managua,Managua,2020-02-04,TI,Desarrollador de Software,Maestría,94007,Bueno,No,1988-05-23,
00-28792282,Jose Francisco,Cerezo,Hombre,Matagalpa,Matagalpa,2018-05-02,Ventas,Consultor de Ventas,Maestría,70919,Satisfactorio,No,1986-02-03,
00-78723270,Nazaret,Alberola,Hombre,Rivas,Rivas,2017-01-10,Ventas,Especialista de Ventas,Maestría,87935,Bueno,No,1984-03-27,
00-63481505,Íñigo,Garzón,Hombre,Rivas,San Juan del Sur,2021-08-12,Ventas,Representante de Ventas,Licenciatura,82399,Bueno,No,1962-04-20,
00-92257967,Chuy,Falcó,Hombre,Rivas,San Juan del Sur,2023-10-01,Operaciones,Especialista en Inventario,Secundaria,64845,Satisfactorio,No,1973-09-25,
00-50438993,Andrés,Sanmiguel,Hombre,Managua,Ciudad Sandino,2019-03-04,Operaciones,Analista de Operaciones,Maestría,78760,Bueno,Sí,1970-09-07,
00-34206172,Ciro,Canales,Hombre,Managua,Tipitapa,2018-03-16,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,57716,Necesita Mejora,Sí,1996-09-06,
00-47847277,Odalis,Pintor,Mujer,Managua,Managua,2022-07-26,Ventas,Consultor de Ventas,Licenciatura,69494,Bueno,No,1978-02-08,
00-28903037,Mar,Vergara,Hombre,Managua,Tipitapa,2023-06-22,Ventas,Consultor de Ventas,Licenciatura,101597,Bueno,No,1976-04-29,
00-50464166,Carlos,Porta,Hombre,Managua,Ciudad Sandino,2020-06-29,Atención al Cliente,Especialista de Soporte,Secundaria,55943,Satisfactorio,Sí,1990-03-01,
00-20739634,Gilberto,Carretero,Hombre,Rivas,Rivas,2019-01-10,Ventas,Especialista de Ventas,Doctorado,57447,Bueno,No,1962-02-08,
00-24845948,Palmira,Izaguirre,Hombre,Rivas,San Juan del Sur,2022-04-26,TI,Desarrollador de Software,Maestría,87286,Bueno,No,1989-11-03,
00-63461642,Ágata,Losa,Mujer,Estelí,Estelí,2021-09-28,RRHH,Reclutador,Licenciatura,58763,Bueno,No,1992-02-09,
00-55370500,Mónica,Caparrós,Mujer,Estelí,Pueblo Nuevo,2018-12-30,TI,Especialista de Soporte TI,Secundaria,56749,Satisfactorio,No,1995-11-09,
00-88511877,Dan,Diego,Mujer,Managua,Tipitapa,2024-07-18,Marketing,Coordinador de Marketing,Licenciatura,53449,Bueno,Sí,1997-06-09,
00-76972974,Bruno,Sáez,Mujer,Managua,Managua,2020-10-31,TI,Desarrollador de Software,Maestría,100084,Necesita Mejora,No,1987-02-12,
00-31763610,Wálter,Jerez,Mujer,Matagalpa,Matiguás,2017-04-22,Operaciones,Coordinador de Logística,Licenciatura,58139,Necesita Mejora,No,1980-09-22,
00-18245547,Santos,Balaguer,Mujer,Managua,Ciudad Sandino,2017-12-24,Atención al Cliente,Representante de Atención al Cliente,Secundaria,61060,Bueno,No,1982-11-28,
00-98202384,Espiridión,Gomis,Hombre,Managua,Tipitapa,2017-10-04,Ventas,Representante de Ventas,Licenciatura,74998,Bueno,No,1972-04-25,
00-90501614,Lázaro,Catalá,Mujer,Managua,Ciudad Sandino,2017-03-08,Ventas,Consultor de Ventas,Doctorado,106932,Bueno,No,1994-11-05,
00-21081940,Ernesto,Buendía,Hombre,Managua,Tipitapa,2018-08-24,Marketing,Especialista en SEO,Licenciatura,98319,Bueno,No,1985-07-11,
00-28696461,Albino,Cobos,Hombre,Managua,Managua,2020-05-04,Atención al Cliente,Representante de Atención al Cliente,Secundaria,57890,Bueno,Sí,1993-02-13,
00-47518437,Iker,Lerma,Mujer,Managua,Ciudad Sandino,2015-10-02,TI,Administrador de Sistemas,Licenciatura,78712,Bueno,No,1987-04-08,
00-68395899,Erasmo,Alegria,Mujer,Managua,Tipitapa,2019-08-01,Operaciones,Coordinador de Logística,Licenciatura,60456,Satisfactorio,No,1987-08-20,
00-90543284,Marcos,Salmerón,Hombre,Managua,Tipitapa,2016-10-18,Ventas,Representante de Ventas,Licenciatura,70608,Satisfactorio,No,1966-09-19,
00-75145653,Ainoa,Escribano,Hombre,León,El Sauce,2017-05-17,TI,Desarrollador de Software,Maestría,97179,Excelente,Sí,1971-05-24,
00-28634058,Alonso,Galindo,Mujer,Chinandega,El Realejo,2023-09-03,Operaciones,Coordinador de Logística,Licenciatura,60079,Satisfactorio,No,1983-03-15,
00-21678669,Sosimo,Osuna,Mujer,Matagalpa,Matiguás,2019-04-25,Operaciones,Coordinador de Logística,Licenciatura,57470,Necesita Mejora,No,1987-10-06,
00-33734184,Jafet,Castrillo,Mujer,Managua,Tipitapa,2023-06-21,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,72692,Satisfactorio,Sí,1984-02-11,
00-42311297,Cayetano,Solana,Hombre,Managua,Tipitapa,2020-08-07,TI,Administrador de Sistemas,Maestría,78520,Bueno,Sí,2000-02-05,
00-91084098,Marcelo,Amador,Mujer,Managua,Managua,2017-12-20,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,54090,Satisfactorio,No,1996-07-23,
00-39701146,Inés,Cañete,Hombre,Managua,Managua,2024-04-08,TI,Especialista de Soporte TI,Secundaria,60761,Necesita Mejora,No,2002-06-19,
00-14431462,Onofre,Palomar,Hombre,Managua,Ciudad Sandino,2024-08-01,TI,Desarrollador de Software,Maestría,84557,Bueno,No,1986-07-16,
00-40954383,Pascual,Caparrós,Hombre,Rivas,San Juan del Sur,2020-05-19,Ventas,Representante de Ventas,Licenciatura,79924,Necesita Mejora,No,1976-01-06,
00-50543196,Eleuterio,Camacho,Hombre,Managua,Ciudad Sandino,2020-02-08,Marketing,Creador de Contenido,Secundaria,60870,Satisfactorio,No,1980-11-16,
00-34823106,Guadalupe,Cano,Mujer,Managua,Tipitapa,2017-04-27,Atención al Cliente,Representante de Atención al Cliente,Secundaria,61078,Satisfactorio,Sí,2004-08-13,
00-88522560,Brunilda,Bou,Mujer,Managua,Ciudad Sandino,2015-03-04,Operaciones,Coordinador de Logística,Licenciatura,61402,Bueno,No,1987-07-16,
00-96300248,Tito,Quiroga,Hombre,Managua,Managua,2017-12-28,Marketing,Creador de Contenido,Licenciatura,60925,Satisfactorio,No,1985-03-20,
00-40291991,Julia,Machado,Hombre,Rivas,San Juan del Sur,2019-09-24,Atención al Cliente,Representante de Atención al Cliente,Secundaria,59689,Bueno,Sí,2003-11-07,
00-91027620,Nidia,Riba,Hombre,Managua,Ciudad Sandino,2016-04-03,Marketing,Coordinador de Marketing,Licenciatura,65535,Satisfactorio,No,1994-10-21,
00-12909691,Cayetana,Roman,Hombre,Rivas,San Jorge,2017-10-15,Marketing,Creador de Contenido,Secundaria,66406,Bueno,Sí,1977-08-28,
00-55847650,Violeta,Vilaplana,Hombre,Managua,Managua,2019-09-03,Operaciones,Coordinador de Logística,Licenciatura,62508,Bueno,No,1985-01-15,
00-34723692,Edmundo,Gargallo,Mujer,Managua,Tipitapa,2023-06-18,Atención al Cliente,Especialista de Soporte,Secundaria,57875,Excelente,Sí,1998-12-28,
00-47684709,Benigno,Agustí,Mujer,Granada,Diriá,2022-07-02,Marketing,Coordinador de Marketing,Licenciatura,58522,Satisfactorio,No,1965-09-05,
00-59454698,Julio César,Mesa,Hombre,Managua,Tipitapa,2018-06-16,Atención al Cliente,Especialista de Soporte,Secundaria,55906,Necesita Mejora,No,1994-01-22,
00-10329821,Amado,Vicente,Hombre,Managua,Managua,2022-09-30,Operaciones,Especialista en Inventario,Licenciatura,57722,Bueno,No,2000-01-23,
00-29143006,Urbano,Borrego,Mujer,Managua,Tipitapa,2017-12-22,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,72741,Bueno,No,1987-06-18,
00-56188173,Damián,Antúnez,Hombre,Managua,Managua,2022-06-28,Ventas,Especialista de Ventas,Maestría,60867,Bueno,No,1972-07-20,
00-41451618,Estefanía,Castrillo,Hombre,Managua,Tipitapa,2016-02-01,Operaciones,Especialista en Inventario,Secundaria,67159,Bueno,Sí,1982-09-21,
00-94224928,Marcelo,Arranz,Mujer,Matagalpa,Matiguás,2019-01-19,Operaciones,Coordinador de Logística,Licenciatura,57031,Excelente,No,1985-01-15,
00-20129246,Concepción,Ángel,Hombre,Managua,Ciudad Sandino,2017-12-06,Atención al Cliente,Especialista de Soporte,Secundaria,60439,Bueno,Sí,1990-07-22,
00-69202385,María Jesús,Fortuny,Hombre,Rivas,San Jorge,2022-05-24,Operaciones,Coordinador de Logística,Licenciatura,67437,Necesita Mejora,No,1961-07-22,
00-11724501,Luna,Castell,Mujer,Rivas,San Jorge,2023-10-31,Atención al Cliente,Representante de Atención al Cliente,Secundaria,60658,Necesita Mejora,No,1977-01-10,
00-49689300,Mireia,Moreno,Hombre,Rivas,San Juan del Sur,2024-12-23,RRHH,Reclutador,Secundaria,60573,Excelente,No,1984-02-09,
00-92447104,León,Leiva,Hombre,Rivas,Rivas,2022-07-05,Ventas,Representante de Ventas,Licenciatura,79999,Bueno,No,1980-10-12,
